Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,Debt_to_Equity,Total Assets,Cash,Goodwill & Intangible,Net Income,Return_on_TangibleAssets
ANCB,Anchor Bancorp,Anchor Bancorp - Common Stock,G,N,N,100,0.5486032856888678,469654000.0,3184000.0,0.0,2191000.0,0.004696979441335992
ANCI,American Caresource Holdings Inc,American Caresource Holdings Inc - Common Stock,S,N,D,100,0.0,0.0,0.0,0.0,0.0,
ANCX,Access National Corporation,Access National Corporation - Common Stock,G,N,N,100,1.6605331456771575,3021323000.0,124370000.0,184028000.0,16500000.0,0.00608199636923247
ANDE,"The Andersons, Inc.","The Andersons, Inc. - Common Stock",Q,N,N,100,1.1083976130072617,3900741000.0,54895000.0,310672000.0,18307000.0,0.005178528694768631
ANGI,"Angie's List, Inc.","Angie's List, Inc. - Common Stock",Q,N,N,100,0.18694228357863726,1921611000.0,390565000.0,1135685000.0,34829000.0,0.08809417216164467
ANGO,"AngioDynamics, Inc.","AngioDynamics, Inc. - Common Stock",Q,N,N,100,0.023491543470248576,731961000.0,27160000.0,561049000.0,61340000.0,0.4267071066837331
ANIK,Anika Therapeutics Inc.,Anika Therapeutics Inc. - Common Stock,Q,N,N,100,0.0780503367108448,330710000.0,157463000.0,15279000.0,27193000.0,0.17214245923224958
ANIP,"ANI Pharmaceuticals, Inc.","ANI Pharmaceuticals, Inc. - Common Stock",G,N,N,100,0.8729175576034701,456789000.0,62332000.0,183968000.0,6094000.0,0.028951631676714697
ANSS,"ANSYS, Inc.","ANSYS, Inc. - Common Stock",Q,N,N,100,0.1443603496749126,4838887000.0,872094000.0,2889991000.0,451295000.0,0.4191067624317191
ANTH,"Anthera Pharmaceuticals, Inc.","Anthera Pharmaceuticals, Inc. - Common Stock",G,N,D,100,0.0,4838887000.0,872094000.0,2889991000.0,-27000000.0,-0.025074247633269625
ANY,Sphere 3D Corp,Sphere 3D Corp - Common Shares,G,N,N,100,-1.0802631578947368,9157000.0,129000.0,3998000.0,-26208000.0,-5.2103379721669985
AOSL,Alpha and Omega Semiconductor Limited,Alpha and Omega Semiconductor Limited - Common Shares,Q,N,N,100,0.32898908304322844,763140000.0,107249000.0,16826000.0,1861000.0,0.0029120668476602537
APAGF,Apco Oil and Gas International Inc.,Apco Oil and Gas International Inc. - Ordinary Shares,S,N,N,100,0.0,0.0,0.0,0.0,0.0,
APDN,Applied DNA Sciences Inc,Applied DNA Sciences Inc - Common Stock,S,N,N,100,0.40912250133101014,10871831.0,8662853.0,987798.0,-8623123.0,-7.061303820894545
APDNW,Applied DNA Sciences Inc,Applied DNA Sciences Inc - Warrant,S,N,N,100,0.0,0.0,0.0,0.0,0.0,
APEI,"American Public Education, Inc.","American Public Education, Inc. - Common Stock",Q,N,N,100,0.03969224858711367,354897000.0,202740000.0,0.0,10013000.0,0.06580702826685594
APOG,"Apogee Enterprises, Inc.","Apogee Enterprises, Inc. - Common Stock",Q,N,N,100,0.4216510764777138,1128991000.0,14952000.0,325707000.0,61914000.0,0.07853797638558374
APOL,"Apollo Education Group, Inc.","Apollo Education Group, Inc. - Class A Common Stock",Q,N,N,100,0.053418869756401824,1955243000.0,517274000.0,445109000.0,-84554000.0,-0.0851620570876055
APPY,"Venaxis, Inc.","Venaxis, Inc. - Common Stock",S,N,N,100,0.0,0.0,0.0,0.0,0.0,
APRI,"Apricus Biosciences, Inc","Apricus Biosciences, Inc - Common Stock",S,N,N,100,0.0,5564000.0,5283000.0,0.0,0.0,0.0
APSA,Alto Palermo S.A.,"Alto Palermo S.A. - American Depository Shares, each representing forty shares of Common Stock",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
APTO,"Aptose Biosciences, Inc.","Aptose Biosciences, Inc. - Common Shares",S,N,N,100,0.01631071268871239,100476000.0,79842000.0,0.0,-26277000.0,-1.2734806629834254
APWC,Asia Pacific Wire & Cable Corporation Limited,"Asia Pacific Wire & Cable Corporation Limited - Common shares, Par value .01 per share",G,N,N,100,0.0,301905000.0,60778000.0,157000.0,2928000.0,0.012150890152301117
AQXP,"Aquinox Pharmaceuticals, Inc.","Aquinox Pharmaceuticals, Inc. - Common Stock",G,N,N,100,0.006276873729762613,73743000.0,72700000.0,0.0,-31585000.0,-30.282837967401726
ARAY,Accuray Incorporated,Accuray Incorporated - Common Stock,Q,N,N,100,3.418964285714286,479473000.0,96400000.0,58347000.0,-16430000.0,-0.05059650289782771
ARCB,ArcBest Corporation,ArcBest Corporation - Common Stock,Q,N,N,100,0.4239852799907738,1651207000.0,201909000.0,147152000.0,39985000.0,0.030707002133401325
ARCC,Ares Capital Corporation,Ares Capital Corporation - Closed End Fund,Q,N,N,100,0.9122473891224739,14458000000.0,253000000.0,0.0,858000000.0,0.0604012671594509
ARCI,"Appliance Recycling Centers of America, Inc.","Appliance Recycling Centers of America, Inc. - Common Stock",S,N,N,100,0.1024659212743146,34019000.0,652000.0,20055000.0,-5608000.0,-0.42127403846153844
ARCP,"American Realty Capital Properties, Inc.","American Realty Capital Properties, Inc. - Common Stock",Q,N,E,100,0.0,0.0,0.0,0.0,0.0,
ARCPP,"American Realty Capital Properties, Inc.","American Realty Capital Properties, Inc. - 6.70% Series F Cumulative Redeemable Preferred Stock",Q,N,E,100,0.0,0.0,0.0,0.0,0.0,
ARCW,"ARC Group Worldwide, Inc.","ARC Group Worldwide, Inc. - Common Stock",S,N,N,100,2.0399674516561364,83190000.0,222000.0,13738000.0,-13180000.0,-0.19037989310992345
ARDM,Aradigm Corporation,Aradigm Corporation - Common Stock,S,N,N,100,-0.04274997868894383,3758000.0,2946000.0,0.0,-6942000.0,-8.549261083743842
ARDX,"Ardelyx, Inc.","Ardelyx, Inc. - Common Stock",G,N,N,100,0.02509442554445367,259782000.0,181133000.0,0.0,-94940000.0,-1.2071355007692406
AREX,Approach Resources Inc.,Approach Resources Inc. - Common Stock,Q,N,N,100,0.020405856399252107,1054954000.0,7012000.0,0.0,-19911000.0,-0.01900009733363106
ARGS,"Argos Therapeutics, Inc.","Argos Therapeutics, Inc. - Common Stock",G,N,N,100,-0.8114505834343908,10880900.0,7940790.0,0.0,-40577510.0,-13.801357772328247
ARIA,"ARIAD Pharmaceuticals, Inc.","ARIAD Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,-11.462016440484152,676591000.0,305038000.0,0.0,-231156000.0,-0.6221346618113701
ARII,"American Railcar Industries, Inc.","American Railcar Industries, Inc. - Common Stock",Q,N,N,100,0.778930506436397,1497836000.0,74459000.0,0.0,142177000.0,0.09988709948242806
ARIS,"ARI Network Services, Inc.","ARI Network Services, Inc. - Common Stock",S,N,N,100,0.4845232151772341,60158000.0,5555000.0,37739000.0,1743000.0,0.10335626185958255
ARKR,Ark Restaurants Corp.,Ark Restaurants Corp. - Common Stock,G,N,N,100,0.6073763936585596,147150000.0,7211000.0,0.0,2676000.0,0.019122617712003086
ARLP,"Alliance Resource Partners, L.P.","Alliance Resource Partners, L.P. - Common Units Representing Limited Partnership Interests",Q,N,N,100,0.5277394276122686,2627089000.0,31817000.0,0.0,366604000.0,0.141258411449744
ARMH,ARM Holdings plc,ARM Holdings plc - American Depositary Shares each representing 3 Ordinary Shares,Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
ARNA,"Arena Pharmaceuticals, Inc.","Arena Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,0.046130298236526625,1174123000.0,243274000.0,0.0,397555000.0,0.427088604059305
AROW,Arrow Financial Corporation,Arrow Financial Corporation - Common Stock,Q,N,N,100,0.16571216459857885,3184275000.0,70221000.0,23534000.0,37475000.0,0.012125791129000946
ARQL,"ArQule, Inc.","ArQule, Inc. - Common Stock",G,N,N,100,0.0952287658529577,180342000.0,42199000.0,0.0,-29203000.0,-0.211396885835692
ARRS,"ARRIS Group, Inc.","ARRIS Group, Inc. - Common Stock",Q,N,N,100,0.7073383913115704,7327869000.0,729933000.0,3644301000.0,92027000.0,0.03115720121138868
ARRY,Array BioPharma Inc.,Array BioPharma Inc. - Common Stock,G,N,N,100,0.44507252382925816,567004000.0,96636000.0,0.0,-147300000.0,-0.3131590584393496
ARTNA,Artesian Resources Corporation,Artesian Resources Corporation - Class A Non-Voting Common Stock,Q,N,N,100,0.9101130606234558,560368000.0,596000.0,0.0,14925000.0,0.02666264121821027
ARTW,Art's,"Art's-Way Manufacturing Co., Inc. - Common Stock",S,N,N,100,0.21232852385769166,20999766.0,3287.0,0.0,-1419586.0,-0.06761066938890087
ARTX,Arotech Corporation,Arotech Corporation - Common Stock,G,N,N,100,0.11640830128068766,130893910.0,5196806.0,51057693.0,1869955.0,0.025053185374145033
ARUN,"Aruba Networks, Inc.","Aruba Networks, Inc. - Common Stock",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
ARWR,Arrowhead Research Corporation,Arrowhead Research Corporation - Common Stock,Q,N,N,100,0.015208729299766173,349845437.0,221804128.0,17063580.0,67974849.0,0.6125089205961315
ASBB,"ASB Bancorp, Inc.","ASB Bancorp, Inc. - Common Stock",G,N,N,100,0.2109861115439351,801388000.0,53311000.0,0.0,1218000.0,0.0016281746397763866
ASBI,Ameriana Bancorp,Ameriana Bancorp - Common Stock,S,N,N,100,0.0,0.0,0.0,0.0,0.0,
ASCMA,"Ascent Capital Group, Inc.","Ascent Capital Group, Inc. - Series A Common Stock",Q,N,N,100,0.0,30193000.0,29762000.0,0.0,-698044000.0,-1619.5916473317866
ASEI,"American Science and Engineering, Inc.","American Science and Engineering, Inc. - Common Stock",Q,N,N,100,0.030833939223366247,168537000.0,74104000.0,0.0,-3249000.0,-0.03440534558893607
ASFI,"Asta Funding, Inc.","Asta Funding, Inc. - Common Stock",Q,N,N,100,0.0,92509000.0,3156000.0,0.0,7175000.0,0.08029948630711896
ASMB,"Assembly Biosciences, Inc.","Assembly Biosciences, Inc. - Common Stock",S,N,N,100,0.04490203757452867,339907000.0,46732000.0,41638000.0,-97634000.0,-0.38814965591543193
ASMI,ASM International N.V.,ASM International N.V. - Common Shares,Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
ASML,ASML Holding N.V.,ASML Holding N.V. - ADS represents 1 ordinary share,Q,N,N,100,0.0,22395000000.0,2531176272.329,1301539152.9042,2978850574.7126,0.1604786610567317
ASNA,"Ascena Retail Group, Inc.","Ascena Retail Group, Inc. - Common Stock",Q,N,N,100,16.524804177545693,3069600000.0,373700000.0,468700000.0,-661400000.0,-0.2969647988505747
ASPS,Altisource Portfolio Solutions S.A.,Altisource Portfolio Solutions S.A. - Common Stock,Q,N,N,100,-13.257075265048629,385119000.0,82741000.0,134895000.0,-307969000.0,-1.8388075207633015
ASPX,"Auspex Pharmaceuticals, Inc.","Auspex Pharmaceuticals, Inc. - Common Stock",G,N,N,100,0.0,0.0,0.0,0.0,0.0,
ASRV,AmeriServ Financial Inc.,AmeriServ Financial Inc. - Common Stock,G,N,N,100,0.7630294749170408,1171426000.0,33126000.0,0.0,7768000.0,0.0068242115435298255
ASRVP,AmeriServ Financial Inc.,"AmeriServ Financial Inc. - AmeriServ Financial Trust I - 8.45% Beneficial Unsecured Securities, Series A",G,N,N,100,0.22726996166872857,1171184000.0,22168000.0,0.0,6028000.0,0.00524622807689362
ASTC,Astrotech Corporation,Astrotech Corporation - Common Stock,S,N,N,100,4.2631578947368425,3677000.0,393000.0,0.0,-7534000.0,-2.2941534713763705
ASTE,"Astec Industries, Inc.","Astec Industries, Inc. - Common Stock",Q,N,N,100,0.0014934820059506703,800498000.0,48857000.0,56712000.0,22306000.0,0.0320982431298737
ASTI,"Ascent Solar Technologies, Inc.","Ascent Solar Technologies, Inc. - Common Stock",S,N,N,100,-0.0,6002002.0,24505.0,826711.0,-16036492.0,-3.113406769374616
ASUR,Asure Software Inc,Asure Software Inc - Common Stock,S,N,N,100,0.19416480712899498,335044000.0,28826000.0,132547000.0,30001000.0,0.1727461694813757
ASYS,"Amtech Systems, Inc.","Amtech Systems, Inc. - Common Stock",Q,N,N,100,0.06129583417638992,122285000.0,52742000.0,7437000.0,-5162000.0,-0.0831159630309471
ATAI,ATA Inc.,"ATA Inc. - American Depositary Shares, each representing two common shares",G,N,N,100,0.0,45150000.0,25134196.1585,0.0,123722997.6845,6.181265497215629
ATAX,"America First Multifamily Investors, L.P.","America First Multifamily Investors, L.P. - Beneficial Unit Certificates (BUCs) representing Limited Partnership Interests",Q,N,N,100,0.07720691965964628,1029168508.0,42308153.0,0.0,30492151.0,0.030898141611940627
ATEA,"Astea International, Inc.","Astea International, Inc. - Common Stock",S,N,D,100,-0.7559348332040341,14909000.0,470000.0,4437000.0,364000.0,0.036392721455708855
ATEC,"Alphatec Holdings, Inc.","Alphatec Holdings, Inc. - Common Stock",Q,N,N,100,1.2362082005913226,169948000.0,47113000.0,39502000.0,-57002000.0,-0.6840267361069444
ATHN,"athenahealth, Inc.","athenahealth, Inc. - Common Stock",Q,N,N,100,0.24168929675063208,1589000000.0,303400000.0,377900000.0,53100000.0,0.05849950424148948
ATHX,"Athersys, Inc.","Athersys, Inc. - Common Stock",S,N,N,100,0.2293842121094925,41666000.0,35041000.0,0.0,-44582000.0,-6.729358490566038
ATLC,Atlanticus Holdings Corporation,Atlanticus Holdings Corporation - Common Stock,Q,N,N,100,26.590507726269315,936266000.0,104000.0,0.0,26443000.0,0.02824617961421207
ATLO,Ames National Corporation,Ames National Corporation - Common Stock,S,N,N,100,0.0266553687708429,1737182505.0,34616880.0,16073819.0,17194169.0,0.010195228306967535
ATML,Atmel Corporation,Atmel Corporation - Common Stock,Q,N,N,100,0.06295355172492732,1260418000.0,210252000.0,227180000.0,26891000.0,0.03267491792083948
ATNI,Atlantic Tele,"Atlantic Tele-Network, Inc. - Common Stock",Q,N,N,100,0.12782604322888472,1130726000.0,161287000.0,0.0,-10806000.0,-0.011146652857993128
ATNY,API Technologies Corp.,API Technologies Corp. - Common Stock,S,N,N,100,2.4227433107909437,334812000.0,4519000.0,193207000.0,-22296000.0,-0.16264242884029004
ATOS,Atossa Genetics Inc.,Atossa Genetics Inc. - Common Stock,S,N,N,100,0.003836955063486218,14489855.0,12581136.0,68542.0,-17239777.0,-9.368542808653732
ATRA,"Atara Biotherapeutics, Inc.","Atara Biotherapeutics, Inc. - Common Stock",Q,N,N,100,0.06832977395359394,342942000.0,74317000.0,0.0,-290976000.0,-1.0832052117263844
ATRC,"AtriCure, Inc.","AtriCure, Inc. - Common Stock",G,N,N,100,0.25006569824090435,557880000.0,28483000.0,364662000.0,-35194000.0,-0.2136400886271891
ATRI,ATRION Corporation,ATRION Corporation - Common Stock,Q,N,N,100,0.0,262031000.0,45048000.0,11269000.0,36761000.0,0.1786995537493802
ATRM,"ATRM Holdings, Inc.","ATRM Holdings, Inc. - Common Stock",S,N,E,100,-0.7673351461590755,9690000.0,185000.0,1116000.0,-3516000.0,-0.41912027655262846
ATRO,Astronics Corporation,Astronics Corporation - Common Stock,Q,N,N,100,0.4840442630581422,782716000.0,31906000.0,272263000.0,52017000.0,0.10869778726018552
ATRS,"Antares Pharma, Inc.","Antares Pharma, Inc. - Common Stock",S,N,N,100,0.7641100917431193,132751000.0,23201000.0,1573000.0,-2027000.0,-0.01877251636922678
ATSG,"Air Transport Services Group, Inc","Air Transport Services Group, Inc - Common Stock",Q,N,N,100,3.224524375355714,2820178000.0,46201000.0,527654000.0,61202000.0,0.027245413949819327
ATTU,Attunity Ltd.,Attunity Ltd. - Ordinary Shares,S,N,N,100,0.0,112269000.0,0.0,488000.0,5957000.0,0.05329170431468675
ATVI,"Activision Blizzard, Inc","Activision Blizzard, Inc - Common Stock",Q,N,N,100,0.2138227254978524,19845000000.0,5794000000.0,10295000000.0,1503000000.0,0.4001597444089457
AUBN,"Auburn National Bancorporation, Inc.","Auburn National Bancorporation, Inc. - Common Stock",G,N,N,100,0.0,827879000.0,92443000.0,0.0,9741000.0,0.013245204205396526
AUDC,AudioCodes Ltd.,AudioCodes Ltd. - Ordinary Shares,Q,N,N,100,0.0,791664000.0,47186000.0,37387000.0,13493000.0,0.019082409477705134
AUMA,AR Capital Acquisition Corp.,AR Capital Acquisition Corp. - Common Stock,S,N,N,100,0.0,0.0,0.0,0.0,0.0,
AUMAU,AR Capital Acquisition Corp.,AR Capital Acquisition Corp. - Units,S,N,N,100,0.0,0.0,0.0,0.0,0.0,
AUMAW,AR Capital Acquisition Corp.,AR Capital Acquisition Corp. - Warrants,S,N,N,100,0.0,0.0,0.0,0.0,0.0,
AUPH,Aurinia Pharmaceuticals Inc,Aurinia Pharmaceuticals Inc - Common Shares,G,N,N,100,0.0,164501000.0,140359000.0,12278000.0,-64120000.0,-5.404585300067431
AUXL,"Auxilium Pharmaceuticals, Inc.","Auxilium Pharmaceuticals, Inc. - Common Stock",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
AVAV,"AeroVironment, Inc.","AeroVironment, Inc. - Common Stock",Q,N,N,100,0.019641725472295975,559080000.0,131496000.0,20697000.0,47438000.0,0.11658765209996878
AVEO,"AVEO Pharmaceuticals, Inc.","AVEO Pharmaceuticals, Inc. - Common Stock",Q,N,D,100,0.9580956442927974,59760000.0,57654000.0,0.0,-5329000.0,-2.530389363722697
AVGO,Avago Technologies Limited,Avago Technologies Limited - Ordinary Shares,Q,N,N,100,1.8351116217990808,81006000000.0,6444000000.0,64937000000.0,2695000000.0,0.28
AVHI,"A V Homes, Inc.","A V Homes, Inc. - Common Stock",Q,N,N,100,1.0943617075416268,1024433000.0,115978000.0,0.0,-21936000.0,-0.024146490470083822
AVID,"Avid Technology, Inc.","Avid Technology, Inc. - Common Stock",Q,N,N,100,-0.37837959828481155,304293000.0,69085000.0,32643000.0,7601000.0,0.0375237578061363
AVNR,"Avanir Pharmaceuticals, Inc.","Avanir Pharmaceuticals, Inc. - Class A Common Stock",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
AVNW,"Aviat Networks, Inc.","Aviat Networks, Inc. - Common Stock",Q,N,N,100,0.0861729008135306,179819000.0,38067000.0,0.0,9738000.0,0.06869744342231503
AWAY,"HomeAway, Inc.","HomeAway, Inc. - Common Stock",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
AWRE,"Aware, Inc.","Aware, Inc. - Common Stock",G,N,N,100,0.0010532378836501275,65899000.0,48000000.0,0.0,1001000.0,0.055924912006257335
AXAS,Abraxas Petroleum Corporation,Abraxas Petroleum Corporation - Common Stock,S,N,N,100,1.1724397195362908,441024000.0,7139000.0,0.0,57821000.0,0.13326342233541147
AXDX,"Accelerate Diagnostics, Inc.","Accelerate Diagnostics, Inc. - Common Stock",S,N,N,100,-0.5460089443013959,134424000.0,61014000.0,0.0,-84305000.0,-1.1484130227489442
AXGN,"AxoGen, Inc.","AxoGen, Inc. - Common Stock",S,N,N,100,0.025205632864936853,154643000.0,35724000.0,1515000.0,-29135000.0,-0.24816019897107425
AXJS,iShares MSCI All Country Asia ex Japan Small Cap Index Fund,iShares MSCI All Country Asia ex Japan Small Cap Index Fund,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
AXPW,"Axion Power International, Inc.","Axion Power International, Inc. - Common Stock",S,N,N,100,-0.00416728353284548,578256.0,200489.0,0.0,-10557685.0,-27.947610564183744
AXPWW,"Axion Power International, Inc.","Axion Power International, Inc. - Series A Warrants",S,N,N,100,-0.00416728353284548,578256.0,200489.0,0.0,-10557685.0,-27.947610564183744
AXTI,AXT Inc,AXT Inc - Common Stock,Q,N,N,100,0.04493174016020438,223349000.0,26892000.0,0.0,-2600000.0,-0.013234448250762254
AZPN,"Aspen Technology, Inc.","Aspen Technology, Inc. - Common Stock",Q,N,N,100,0.09068076230691166,1044555000.0,80486000.0,187547000.0,262734000.0,0.33834714277251643
BABY,Natus Medical Incorporated,Natus Medical Incorporated - Common Stock,Q,N,N,100,0.3290907558043084,638563000.0,53423000.0,279595000.0,-22935000.0,-0.07506259307139701
BAGR,"Diversified Restaurant Holdings, Inc.","Diversified Restaurant Holdings, Inc. - Common Stock",S,N,N,100,0.0,0.0,0.0,0.0,0.0,
BAMM,Books,"Books-A-Million, Inc. - Common Stock",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
BANF,BancFirst Corporation,BancFirst Corporation - Common Stock,Q,N,N,100,0.0010945393432166919,8565758000.0,1868281000.0,171212000.0,134879000.0,0.020667104385126867
BANFP,BancFirst Corporation,BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities,Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
BANR,Banner Corporation,Banner Corporation - Common Stock,Q,N,N,100,0.07484407484407485,12604031000.0,307735000.0,402279000.0,146278000.0,0.012298452238633928
BANX,StoneCastle Financial Corp,StoneCastle Financial Corp - Common Stock,Q,N,N,100,0.0,12604031000.0,307735000.0,402279000.0,0.0,0.0
BASI,"Bioanalytical Systems, Inc.","Bioanalytical Systems, Inc. - Common Stock",S,N,N,100,1.9244937319189972,60918000.0,511000.0,9400000.0,-790000.0,-0.015488070264865606
BBBY,Bed Bath & Beyond Inc.,Bed Bath & Beyond Inc. - Common Stock,Q,N,N,100,1.0214256110328135,7916378000.0,983847000.0,0.0,-137224000.0,-0.019794213686170316
BBC,BioShares Biotechnology Clinical Trials Fund,BioShares Biotechnology Clinical Trials Fund,G,N,N,100,0.0,0.0,0.0,0.0,0.0,
BBCN,"BBCN Bancorp, Inc.","BBCN Bancorp, Inc. - Common Stock",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
BBEP,"BreitBurn Energy Partners, L.P.","BreitBurn Energy Partners, L.P. - Common Units Representing Limited Partnership",Q,N,N,100,-3.626165872074732,3046622000.0,7160000.0,0.0,-816133000.0,-0.26851232224650284
BBEPP,"BreitBurn Energy Partners, L.P.","BreitBurn Energy Partners, L.P. - 8.25% Series A Cumulative Redeemable Perpetual Preferred Units",Q,N,N,100,0.0,0.0,0.0,0.0,0.0,
BBGI,"Beasley Broadcast Group, Inc.","Beasley Broadcast Group, Inc. - Class A Common Stock",G,N,N,100,0.14879462022965326,760060229.0,18648171.0,57929777.0,13383642.0,0.019581549327684765
BBLU,"Blue Earth, Inc.","Blue Earth, Inc. - Common Stock",S,N,N,100,0.020428823906960727,100419505.0,616790.0,0.0,-33843875.0,-0.33910775874183385
